date,zone,ookla_avg_speed,device_pct_weak,sustained_minutes,trai_match,blackout_trigger,is_blackout
2014-01-01,Adyar,30.02,0.112,0,0,0,0
2014-01-01,Velachery,50.87,0.087,0,0,0,0
2014-01-01,Tambaram,63.59,0.051,0,0,0,0
2014-01-01,Anna Nagar,50.17,0.043,0,0,0,0
2014-01-01,T Nagar,40.21,0.121,0,0,0,0
2014-01-01,Porur,62.53,0.054,0,0,0,0
2014-01-01,Perambur,49.86,0.105,0,0,0,0
2014-01-01,Chromepet,44.4,0.042,0,0,0,0
2014-01-01,Sholinganallur,36.33,0.091,0,0,0,0
2014-01-01,Guindy,27.45,0.051,0,0,0,0
2014-01-02,Adyar,49.45,0.131,0,0,0,0
2014-01-02,Velachery,65.98,0.147,0,0,0,0
2014-01-02,Tambaram,27.64,0.102,0,0,0,0
2014-01-02,Anna Nagar,20.43,0.109,0,0,0,0
2014-01-02,T Nagar,20.37,0.1,0,0,0,0
2014-01-02,Porur,37.5,0.031,0,0,0,0
2014-01-02,Perambur,12.62,0.019,0,0,0,0
2014-01-02,Chromepet,79.15,0.039,0,0,0,0
2014-01-02,Sholinganallur,46.34,0.087,0,0,0,0
2014-01-02,Guindy,20.53,0.077,0,0,0,0
2014-01-03,Adyar,32.53,0.016,0,0,0,0
2014-01-03,Velachery,22.51,0.012,0,0,0,0
2014-01-03,Tambaram,79.44,0.021,0,0,0,0
2014-01-03,Anna Nagar,67.71,0.068,0,0,0,0
2014-01-03,T Nagar,13.86,0.106,0,0,0,0
2014-01-03,Porur,1.94,0.581,86,1,1,1
2014-01-03,Perambur,78.73,0.085,0,0,0,0
2014-01-03,Chromepet,73.22,0.026,0,0,0,0
2014-01-03,Sholinganallur,76.85,0.04,0,0,0,0
2014-01-03,Guindy,19.16,0.071,0,0,0,0
2014-01-04,Adyar,68.39,0.102,0,0,0,0
2014-01-04,Velachery,37.43,0.038,0,0,0,0
2014-01-04,Tambaram,74.42,0.118,0,0,0,0
2014-01-04,Anna Nagar,49.5,0.134,0,0,0,0
2014-01-04,T Nagar,61.29,0.051,0,0,0,0
2014-01-04,Porur,26.47,0.119,0,0,0,0
2014-01-04,Perambur,61.03,0.079,0,0,0,0
2014-01-04,Chromepet,8.82,0.074,0,0,0,0
2014-01-04,Sholinganallur,44.91,0.111,0,0,0,0
2014-01-04,Guindy,36.92,0.133,0,0,0,0
2014-01-05,Adyar,43.9,0.021,0,0,0,0
2014-01-05,Velachery,55.08,0.126,0,0,0,0
2014-01-05,Tambaram,28.91,0.055,0,0,0,0
2014-01-05,Anna Nagar,19.87,0.135,0,0,0,0
2014-01-05,T Nagar,19.46,0.032,0,0,0,0
2014-01-05,Porur,74.06,0.034,0,0,0,0
2014-01-05,Perambur,36.47,0.1,0,0,0,0
2014-01-05,Chromepet,67.17,0.129,0,0,0,0
2014-01-05,Sholinganallur,58.07,0.056,0,0,0,0
2014-01-05,Guindy,47.74,0.09,0,0,0,0
2014-01-06,Adyar,10.2,0.046,0,0,0,0
2014-01-06,Velachery,9.37,0.02,0,0,0,0
2014-01-06,Tambaram,76.31,0.055,0,0,0,0
2014-01-06,Anna Nagar,47.74,0.148,0,0,0,0
2014-01-06,T Nagar,38.89,0.09,0,0,0,0
2014-01-06,Porur,79.6,0.027,0,0,0,0
2014-01-06,Perambur,41.53,0.021,0,0,0,0
2014-01-06,Chromepet,34.88,0.083,0,0,0,0
2014-01-06,Sholinganallur,38.81,0.123,0,0,0,0
2014-01-06,Guindy,69.64,0.094,0,0,0,0
2014-01-07,Adyar,10.39,0.126,0,0,0,0
2014-01-07,Velachery,9.85,0.13,0,0,0,0
2014-01-07,Tambaram,16.89,0.099,0,0,0,0
2014-01-07,Anna Nagar,33.37,0.049,0,0,0,0
2014-01-07,T Nagar,43.84,0.082,0,0,0,0
2014-01-07,Porur,9.59,0.148,0,0,0,0
2014-01-07,Perambur,77.07,0.024,0,0,0,0
2014-01-07,Chromepet,48.99,0.137,0,0,0,0
2014-01-07,Sholinganallur,17.95,0.05,0,0,0,0
2014-01-07,Guindy,49.72,0.142,0,0,0,0
2014-01-08,Adyar,10.93,0.048,0,0,0,0
2014-01-08,Velachery,64.1,0.096,0,0,0,0
2014-01-08,Tambaram,58.84,0.059,0,0,0,0
2014-01-08,Anna Nagar,71.95,0.089,0,0,0,0
2014-01-08,T Nagar,38.3,0.028,0,0,0,0
2014-01-08,Porur,52.22,0.14,0,0,0,0
2014-01-08,Perambur,32.1,0.094,0,0,0,0
2014-01-08,Chromepet,68.42,0.122,0,0,0,0
2014-01-08,Sholinganallur,63.02,0.075,0,0,0,0
2014-01-08,Guindy,32.13,0.082,0,0,0,0
2014-01-09,Adyar,74.98,0.119,0,0,0,0
2014-01-09,Velachery,45.68,0.115,0,0,0,0
2014-01-09,Tambaram,43.96,0.135,0,0,0,0
2014-01-09,Anna Nagar,21.45,0.023,0,0,0,0
2014-01-09,T Nagar,15.85,0.055,0,0,0,0
2014-01-09,Porur,43.97,0.055,0,0,0,0
2014-01-09,Perambur,72.94,0.146,0,0,0,0
2014-01-09,Chromepet,17.41,0.013,0,0,0,0
2014-01-09,Sholinganallur,36.77,0.14,0,0,0,0
2014-01-09,Guindy,74.1,0.111,0,0,0,0
2014-01-10,Adyar,62.95,0.114,0,0,0,0
2014-01-10,Velachery,15.22,0.04,0,0,0,0
2014-01-10,Tambaram,60.92,0.107,0,0,0,0
2014-01-10,Anna Nagar,13.78,0.071,0,0,0,0
2014-01-10,T Nagar,27.3,0.034,0,0,0,0
2014-01-10,Porur,13.72,0.089,0,0,0,0
2014-01-10,Perambur,14.27,0.031,0,0,0,0
2014-01-10,Chromepet,1.55,0.709,44,1,1,1
2014-01-10,Sholinganallur,64.84,0.114,0,0,0,0
2014-01-10,Guindy,73.21,0.035,0,0,0,0
2014-01-11,Adyar,48.08,0.133,0,0,0,0
2014-01-11,Velachery,73.71,0.092,0,0,0,0
2014-01-11,Tambaram,34.28,0.118,0,0,0,0
2014-01-11,Anna Nagar,21.37,0.033,0,0,0,0
2014-01-11,T Nagar,27.24,0.04,0,0,0,0
2014-01-11,Porur,24.2,0.056,0,0,0,0
2014-01-11,Perambur,61.8,0.034,0,0,0,0
2014-01-11,Chromepet,78.22,0.074,0,0,0,0
2014-01-11,Sholinganallur,12.87,0.148,0,0,0,0
2014-01-11,Guindy,77.43,0.076,0,0,0,0
2014-01-12,Adyar,70.99,0.019,0,0,0,0
2014-01-12,Velachery,27.36,0.061,0,0,0,0
2014-01-12,Tambaram,40.37,0.035,0,0,0,0
2014-01-12,Anna Nagar,33.36,0.072,0,0,0,0
2014-01-12,T Nagar,13.49,0.122,0,0,0,0
2014-01-12,Porur,57.54,0.023,0,0,0,0
2014-01-12,Perambur,16.62,0.14,0,0,0,0
2014-01-12,Chromepet,71.3,0.046,0,0,0,0
2014-01-12,Sholinganallur,47.95,0.06,0,0,0,0
2014-01-12,Guindy,40.96,0.103,0,0,0,0
2014-01-13,Adyar,42.81,0.073,0,0,0,0
2014-01-13,Velachery,79.88,0.075,0,0,0,0
2014-01-13,Tambaram,57.41,0.025,0,0,0,0
2014-01-13,Anna Nagar,24.6,0.078,0,0,0,0
2014-01-13,T Nagar,31.74,0.129,0,0,0,0
2014-01-13,Porur,71.09,0.133,0,0,0,0
2014-01-13,Perambur,17.98,0.013,0,0,0,0
2014-01-13,Chromepet,58.36,0.111,0,0,0,0
2014-01-13,Sholinganallur,62.0,0.105,0,0,0,0
2014-01-13,Guindy,57.3,0.098,0,0,0,0
2014-01-14,Adyar,76.19,0.136,0,0,0,0
2014-01-14,Velachery,31.02,0.035,0,0,0,0
2014-01-14,Tambaram,47.89,0.075,0,0,0,0
2014-01-14,Anna Nagar,21.6,0.029,0,0,0,0
2014-01-14,T Nagar,76.14,0.126,0,0,0,0
2014-01-14,Porur,66.87,0.023,0,0,0,0
2014-01-14,Perambur,48.88,0.067,0,0,0,0
2014-01-14,Chromepet,52.45,0.107,0,0,0,0
2014-01-14,Sholinganallur,33.46,0.073,0,0,0,0
2014-01-14,Guindy,36.78,0.145,0,0,0,0
2014-01-15,Adyar,21.95,0.11,0,0,0,0
2014-01-15,Velachery,11.84,0.018,0,0,0,0
2014-01-15,Tambaram,50.13,0.115,0,0,0,0
2014-01-15,Anna Nagar,79.58,0.109,0,0,0,0
2014-01-15,T Nagar,54.69,0.073,0,0,0,0
2014-01-15,Porur,52.03,0.015,0,0,0,0
2014-01-15,Perambur,9.89,0.059,0,0,0,0
2014-01-15,Chromepet,75.72,0.134,0,0,0,0
2014-01-15,Sholinganallur,67.11,0.14,0,0,0,0
2014-01-15,Guindy,17.19,0.131,0,0,0,0
2014-01-16,Adyar,12.33,0.019,0,0,0,0
2014-01-16,Velachery,65.6,0.05,0,0,0,0
2014-01-16,Tambaram,19.92,0.022,0,0,0,0
2014-01-16,Anna Nagar,50.33,0.122,0,0,0,0
2014-01-16,T Nagar,45.32,0.119,0,0,0,0
2014-01-16,Porur,62.56,0.123,0,0,0,0
2014-01-16,Perambur,17.36,0.039,0,0,0,0
2014-01-16,Chromepet,22.07,0.071,0,0,0,0
2014-01-16,Sholinganallur,35.84,0.041,0,0,0,0
2014-01-16,Guindy,23.55,0.065,0,0,0,0
2014-01-17,Adyar,32.96,0.091,0,0,0,0
2014-01-17,Velachery,65.59,0.051,0,0,0,0
2014-01-17,Tambaram,42.63,0.033,0,0,0,0
2014-01-17,Anna Nagar,30.64,0.097,0,0,0,0
2014-01-17,T Nagar,29.16,0.052,0,0,0,0
2014-01-17,Porur,27.82,0.064,0,0,0,0
2014-01-17,Perambur,62.88,0.137,0,0,0,0
2014-01-17,Chromepet,66.56,0.093,0,0,0,0
2014-01-17,Sholinganallur,75.01,0.067,0,0,0,0
2014-01-17,Guindy,47.31,0.047,0,0,0,0
2014-01-18,Adyar,63.82,0.057,0,0,0,0
2014-01-18,Velachery,60.85,0.025,0,0,0,0
2014-01-18,Tambaram,53.49,0.092,0,0,0,0
2014-01-18,Anna Nagar,56.73,0.118,0,0,0,0
2014-01-18,T Nagar,74.27,0.019,0,0,0,0
2014-01-18,Porur,9.72,0.12,0,0,0,0
2014-01-18,Perambur,77.47,0.069,0,0,0,0
2014-01-18,Chromepet,47.98,0.054,0,0,0,0
2014-01-18,Sholinganallur,39.26,0.085,0,0,0,0
2014-01-18,Guindy,25.06,0.113,0,0,0,0
2014-01-19,Adyar,63.41,0.053,0,0,0,0
2014-01-19,Velachery,29.5,0.125,0,0,0,0
2014-01-19,Tambaram,37.96,0.091,0,0,0,0
2014-01-19,Anna Nagar,44.7,0.053,0,0,0,0
2014-01-19,T Nagar,66.57,0.034,0,0,0,0
2014-01-19,Porur,21.31,0.027,0,0,0,0
2014-01-19,Perambur,65.29,0.058,0,0,0,0
2014-01-19,Chromepet,57.3,0.126,0,0,0,0
2014-01-19,Sholinganallur,26.39,0.124,0,0,0,0
2014-01-19,Guindy,44.12,0.138,0,0,0,0
2014-01-20,Adyar,52.77,0.087,0,0,0,0
2014-01-20,Velachery,18.29,0.042,0,0,0,0
2014-01-20,Tambaram,26.55,0.122,0,0,0,0
2014-01-20,Anna Nagar,56.95,0.031,0,0,0,0
2014-01-20,T Nagar,27.11,0.046,0,0,0,0
2014-01-20,Porur,61.77,0.123,0,0,0,0
2014-01-20,Perambur,50.32,0.137,0,0,0,0
2014-01-20,Chromepet,12.77,0.078,0,0,0,0
2014-01-20,Sholinganallur,78.52,0.109,0,0,0,0
2014-01-20,Guindy,24.55,0.142,0,0,0,0
2014-01-21,Adyar,37.95,0.123,0,0,0,0
2014-01-21,Velachery,70.58,0.061,0,0,0,0
2014-01-21,Tambaram,1.35,0.589,209,1,1,1
2014-01-21,Anna Nagar,46.98,0.136,0,0,0,0
2014-01-21,T Nagar,68.14,0.09,0,0,0,0
2014-01-21,Porur,20.51,0.053,0,0,0,0
2014-01-21,Perambur,50.91,0.087,0,0,0,0
2014-01-21,Chromepet,19.21,0.054,0,0,0,0
2014-01-21,Sholinganallur,13.9,0.061,0,0,0,0
2014-01-21,Guindy,19.68,0.067,0,0,0,0
2014-01-22,Adyar,47.4,0.025,0,0,0,0
2014-01-22,Velachery,44.2,0.095,0,0,0,0
2014-01-22,Tambaram,46.37,0.093,0,0,0,0
2014-01-22,Anna Nagar,34.41,0.138,0,0,0,0
2014-01-22,T Nagar,39.1,0.028,0,0,0,0
2014-01-22,Porur,41.46,0.111,0,0,0,0
2014-01-22,Perambur,78.54,0.032,0,0,0,0
2014-01-22,Chromepet,68.29,0.039,0,0,0,0
2014-01-22,Sholinganallur,49.94,0.066,0,0,0,0
2014-01-22,Guindy,63.75,0.073,0,0,0,0
2014-01-23,Adyar,28.0,0.01,0,0,0,0
2014-01-23,Velachery,24.94,0.123,0,0,0,0
2014-01-23,Tambaram,62.43,0.14,0,0,0,0
2014-01-23,Anna Nagar,65.16,0.085,0,0,0,0
2014-01-23,T Nagar,63.81,0.086,0,0,0,0
2014-01-23,Porur,77.11,0.13,0,0,0,0
2014-01-23,Perambur,14.12,0.027,0,0,0,0
2014-01-23,Chromepet,21.46,0.075,0,0,0,0
2014-01-23,Sholinganallur,1.16,0.486,212,0,0,1
2014-01-23,Guindy,57.96,0.099,0,0,0,0
2014-01-24,Adyar,69.07,0.029,0,0,0,0
2014-01-24,Velachery,39.32,0.038,0,0,0,0
2014-01-24,Tambaram,76.87,0.081,0,0,0,0
2014-01-24,Anna Nagar,33.23,0.067,0,0,0,0
2014-01-24,T Nagar,29.93,0.049,0,0,0,0
2014-01-24,Porur,28.56,0.036,0,0,0,0
2014-01-24,Perambur,51.29,0.064,0,0,0,0
2014-01-24,Chromepet,49.54,0.137,0,0,0,0
2014-01-24,Sholinganallur,29.15,0.105,0,0,0,0
2014-01-24,Guindy,75.0,0.011,0,0,0,0
2014-01-25,Adyar,49.3,0.106,0,0,0,0
2014-01-25,Velachery,1.44,0.802,220,1,1,1
2014-01-25,Tambaram,56.89,0.04,0,0,0,0
2014-01-25,Anna Nagar,28.23,0.037,0,0,0,0
2014-01-25,T Nagar,66.85,0.024,0,0,0,0
2014-01-25,Porur,34.86,0.066,0,0,0,0
2014-01-25,Perambur,20.34,0.077,0,0,0,0
2014-01-25,Chromepet,26.51,0.13,0,0,0,0
2014-01-25,Sholinganallur,69.74,0.147,0,0,0,0
2014-01-25,Guindy,36.09,0.101,0,0,0,0
2014-01-26,Adyar,38.23,0.056,0,0,0,0
2014-01-26,Velachery,69.55,0.034,0,0,0,0
2014-01-26,Tambaram,38.58,0.12,0,0,0,0
2014-01-26,Anna Nagar,65.09,0.032,0,0,0,0
2014-01-26,T Nagar,23.11,0.071,0,0,0,0
2014-01-26,Porur,31.8,0.11,0,0,0,0
2014-01-26,Perambur,11.8,0.023,0,0,0,0
2014-01-26,Chromepet,14.71,0.124,0,0,0,0
2014-01-26,Sholinganallur,79.13,0.142,0,0,0,0
2014-01-26,Guindy,75.46,0.042,0,0,0,0
2014-01-27,Adyar,76.69,0.057,0,0,0,0
2014-01-27,Velachery,20.83,0.14,0,0,0,0
2014-01-27,Tambaram,58.45,0.103,0,0,0,0
2014-01-27,Anna Nagar,12.93,0.096,0,0,0,0
2014-01-27,T Nagar,25.04,0.057,0,0,0,0
2014-01-27,Porur,8.34,0.112,0,0,0,0
2014-01-27,Perambur,44.14,0.12,0,0,0,0
2014-01-27,Chromepet,29.31,0.061,0,0,0,0
2014-01-27,Sholinganallur,71.45,0.132,0,0,0,0
2014-01-27,Guindy,21.31,0.122,0,0,0,0
2014-01-28,Adyar,13.59,0.091,0,0,0,0
2014-01-28,Velachery,76.82,0.087,0,0,0,0
2014-01-28,Tambaram,49.28,0.144,0,0,0,0
2014-01-28,Anna Nagar,24.28,0.089,0,0,0,0
2014-01-28,T Nagar,38.93,0.036,0,0,0,0
2014-01-28,Porur,79.42,0.021,0,0,0,0
2014-01-28,Perambur,15.98,0.093,0,0,0,0
2014-01-28,Chromepet,63.87,0.144,0,0,0,0
2014-01-28,Sholinganallur,79.43,0.147,0,0,0,0
2014-01-28,Guindy,63.01,0.102,0,0,0,0
2014-01-29,Adyar,67.56,0.084,0,0,0,0
2014-01-29,Velachery,33.66,0.03,0,0,0,0
2014-01-29,Tambaram,54.91,0.066,0,0,0,0
2014-01-29,Anna Nagar,28.28,0.065,0,0,0,0
2014-01-29,T Nagar,39.98,0.06,0,0,0,0
2014-01-29,Porur,30.19,0.095,0,0,0,0
2014-01-29,Perambur,26.76,0.094,0,0,0,0
2014-01-29,Chromepet,28.04,0.063,0,0,0,0
2014-01-29,Sholinganallur,52.49,0.068,0,0,0,0
2014-01-29,Guindy,17.92,0.029,0,0,0,0
2014-01-30,Adyar,24.22,0.107,0,0,0,0
2014-01-30,Velachery,64.47,0.034,0,0,0,0
2014-01-30,Tambaram,31.94,0.119,0,0,0,0
2014-01-30,Anna Nagar,57.77,0.073,0,0,0,0
2014-01-30,T Nagar,76.13,0.126,0,0,0,0
2014-01-30,Porur,74.05,0.027,0,0,0,0
2014-01-30,Perambur,15.26,0.149,0,0,0,0
2014-01-30,Chromepet,9.24,0.014,0,0,0,0
2014-01-30,Sholinganallur,50.84,0.113,0,0,0,0
2014-01-30,Guindy,40.56,0.039,0,0,0,0
2014-01-31,Adyar,64.24,0.099,0,0,0,0
2014-01-31,Velachery,47.23,0.06,0,0,0,0
2014-01-31,Tambaram,13.98,0.122,0,0,0,0
2014-01-31,Anna Nagar,71.34,0.115,0,0,0,0
2014-01-31,T Nagar,35.22,0.142,0,0,0,0
2014-01-31,Porur,19.4,0.065,0,0,0,0
2014-01-31,Perambur,77.35,0.065,0,0,0,0
2014-01-31,Chromepet,42.85,0.021,0,0,0,0
2014-01-31,Sholinganallur,35.48,0.141,0,0,0,0
2014-01-31,Guindy,58.76,0.028,0,0,0,0
2014-02-01,Adyar,51.48,0.028,0,0,0,0
2014-02-01,Velachery,8.57,0.077,0,0,0,0
2014-02-01,Tambaram,12.19,0.021,0,0,0,0
2014-02-01,Anna Nagar,1.47,0.803,53,1,1,1
2014-02-01,T Nagar,49.34,0.069,0,0,0,0
2014-02-01,Porur,35.28,0.048,0,0,0,0
2014-02-01,Perambur,11.38,0.104,0,0,0,0
2014-02-01,Chromepet,70.7,0.072,0,0,0,0
2014-02-01,Sholinganallur,47.53,0.148,0,0,0,0
2014-02-01,Guindy,20.07,0.068,0,0,0,0
2014-02-02,Adyar,22.25,0.033,0,0,0,0
2014-02-02,Velachery,49.63,0.068,0,0,0,0
2014-02-02,Tambaram,13.3,0.046,0,0,0,0
2014-02-02,Anna Nagar,30.93,0.095,0,0,0,0
2014-02-02,T Nagar,75.82,0.036,0,0,0,0
2014-02-02,Porur,63.14,0.123,0,0,0,0
2014-02-02,Perambur,72.48,0.149,0,0,0,0
2014-02-02,Chromepet,57.16,0.1,0,0,0,0
2014-02-02,Sholinganallur,79.84,0.054,0,0,0,0
2014-02-02,Guindy,31.29,0.075,0,0,0,0
2014-02-03,Adyar,71.91,0.034,0,0,0,0
2014-02-03,Velachery,77.06,0.102,0,0,0,0
2014-02-03,Tambaram,38.32,0.013,0,0,0,0
2014-02-03,Anna Nagar,55.86,0.056,0,0,0,0
2014-02-03,T Nagar,12.53,0.057,0,0,0,0
2014-02-03,Porur,57.54,0.062,0,0,0,0
2014-02-03,Perambur,53.86,0.143,0,0,0,0
2014-02-03,Chromepet,74.79,0.023,0,0,0,0
2014-02-03,Sholinganallur,25.15,0.047,0,0,0,0
2014-02-03,Guindy,9.04,0.049,0,0,0,0
2014-02-04,Adyar,43.55,0.093,0,0,0,0
2014-02-04,Velachery,1.53,0.692,211,1,1,1
2014-02-04,Tambaram,75.88,0.048,0,0,0,0
2014-02-04,Anna Nagar,35.89,0.064,0,0,0,0
2014-02-04,T Nagar,19.94,0.144,0,0,0,0
2014-02-04,Porur,31.93,0.115,0,0,0,0
2014-02-04,Perambur,60.83,0.097,0,0,0,0
2014-02-04,Chromepet,56.11,0.065,0,0,0,0
2014-02-04,Sholinganallur,47.9,0.048,0,0,0,0
2014-02-04,Guindy,67.5,0.015,0,0,0,0
2014-02-05,Adyar,40.47,0.06,0,0,0,0
2014-02-05,Velachery,66.94,0.147,0,0,0,0
2014-02-05,Tambaram,36.3,0.146,0,0,0,0
2014-02-05,Anna Nagar,1.17,0.59,86,0,0,1
2014-02-05,T Nagar,62.06,0.134,0,0,0,0
2014-02-05,Porur,30.24,0.082,0,0,0,0
2014-02-05,Perambur,51.55,0.126,0,0,0,0
2014-02-05,Chromepet,54.3,0.026,0,0,0,0
2014-02-05,Sholinganallur,59.83,0.115,0,0,0,0
2014-02-05,Guindy,26.97,0.126,0,0,0,0
2014-02-06,Adyar,48.42,0.047,0,0,0,0
2014-02-06,Velachery,66.18,0.04,0,0,0,0
2014-02-06,Tambaram,38.93,0.062,0,0,0,0
2014-02-06,Anna Nagar,14.87,0.029,0,0,0,0
2014-02-06,T Nagar,8.12,0.02,0,0,0,0
2014-02-06,Porur,10.52,0.076,0,0,0,0
2014-02-06,Perambur,17.08,0.114,0,0,0,0
2014-02-06,Chromepet,63.65,0.057,0,0,0,0
2014-02-06,Sholinganallur,69.89,0.13,0,0,0,0
2014-02-06,Guindy,43.86,0.107,0,0,0,0
2014-02-07,Adyar,61.62,0.013,0,0,0,0
2014-02-07,Velachery,61.89,0.064,0,0,0,0
2014-02-07,Tambaram,68.78,0.058,0,0,0,0
2014-02-07,Anna Nagar,77.33,0.038,0,0,0,0
2014-02-07,T Nagar,11.74,0.119,0,0,0,0
2014-02-07,Porur,23.16,0.118,0,0,0,0
2014-02-07,Perambur,19.43,0.049,0,0,0,0
2014-02-07,Chromepet,72.82,0.129,0,0,0,0
2014-02-07,Sholinganallur,64.16,0.05,0,0,0,0
2014-02-07,Guindy,67.67,0.028,0,0,0,0
2014-02-08,Adyar,54.3,0.019,0,0,0,0
2014-02-08,Velachery,8.72,0.125,0,0,0,0
2014-02-08,Tambaram,78.68,0.052,0,0,0,0
2014-02-08,Anna Nagar,70.08,0.148,0,0,0,0
2014-02-08,T Nagar,50.22,0.034,0,0,0,0
2014-02-08,Porur,10.51,0.11,0,0,0,0
2014-02-08,Perambur,62.97,0.052,0,0,0,0
2014-02-08,Chromepet,48.08,0.108,0,0,0,0
2014-02-08,Sholinganallur,74.87,0.026,0,0,0,0
2014-02-08,Guindy,55.62,0.11,0,0,0,0
2014-02-09,Adyar,20.83,0.103,0,0,0,0
2014-02-09,Velachery,11.96,0.063,0,0,0,0
2014-02-09,Tambaram,55.89,0.098,0,0,0,0
2014-02-09,Anna Nagar,73.5,0.1,0,0,0,0
2014-02-09,T Nagar,44.91,0.044,0,0,0,0
2014-02-09,Porur,72.68,0.055,0,0,0,0
2014-02-09,Perambur,63.28,0.026,0,0,0,0
2014-02-09,Chromepet,63.52,0.086,0,0,0,0
2014-02-09,Sholinganallur,14.1,0.102,0,0,0,0
2014-02-09,Guindy,31.68,0.073,0,0,0,0
2014-02-10,Adyar,50.44,0.081,0,0,0,0
2014-02-10,Velachery,58.08,0.044,0,0,0,0
2014-02-10,Tambaram,57.06,0.126,0,0,0,0
